main_office,school_name,school_type1,school_type2,school_type3,남여,기숙사제공여부,통학버스제공여부,교장실,교무실,행정실,취업지도실,FAX,홈페이지,우편번호,주소,상세주소
경기도교육청,남양고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-8077-1797,031-8077-1740,031-8077-1701,031-8077-1786,031-8077-1703,namyang-h.goehs.kr,18262,경기도 화성시 남양읍 시청로45번길 23,남양고등학교
경기도교육청,남양주고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-590-3701,031-590-3700,031-593-4346,031-590-3737,031-590-3724,goegn.kr/namyangju-h/main.do,472844,경기 남양주시 화도읍 월산리,99-4
경기도교육청,다산고등학교,일반고(종합고),공업,사립,남녀공학,미입력,미입력,031-645-7100,031-645-7120,031-645-7110,031-645-7148,031-645-7199,dasan.goeic.kr/,17308,경기도 이천시 경충대로 2856,특성화교육부
경기도교육청,덕영고등학교,특성화고,상업·정보,사립,남녀공학,미제공,미제공,031-329-4302,031-329-4330,031-329-4305,031-329-4385,031-329-4310,dukyoung-h.goeyi.kr/,17151,경기도 용인시 처인구 고림로74번길 15,덕영고등학교
경기도교육청,동두천중앙고등학교,일반고(종합고),공업,공립,남녀공학,미입력,미입력,031-860-1201,031-860-1221,031-860-1211,031-860-1281~4,031-860-1297,ddcja-h.goedy.kr,11363,경기도 동두천시 평화로 2280,동두천중앙고등학교
경기도교육청,동일공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-652-0009,031-653-6335,031-653-6333,031-653-6350,031-653-6393,di.hs.kr,17873,경기도 평택시 중앙로 315,동일공업고등학교
경기도교육청,두원공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-678-0200,031-678-0248,031-678-0209,031-678-0243,031-677-2129,doowon-h.goean.kr,17598,경기도 안성시 미양면 미양로 727,두원공업고등학교
경기도교육청,마장고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-634-4373,031-632-2082,031-632-2080,,031-632-6802,www.majang.hs.kr,467814,경기도 이천시 마장면 마도로,23
경기도교육청,매향여자정보고등학교,특성화고,상업·정보,사립,여,미입력,미입력,031-259-0701,031-259-0711,031-259-0700,031-259-0790,031-259-0710,mh-h.goesw.kr,16254,경기도 수원시 팔달구 수원천로 350,매향여자정보고등학교 (매향동)
경기도교육청,문산수억고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,031-952-2402,031-952-2402,031-952-2666,031-952-2402,031-952-2403,munsansueok-h.goepj.kr,10836,경기도 파주시 파주읍 우계로 357,문산수억고등학교
경기도교육청,문산제일고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,031-950-9401,031-950-9403,031-950-9400,031-950-9427,031-943-2353,munsanjeil.hs.kr,10849,경기도 파주시 평화로 190,문산제일고등학교
경기도교육청,발안바이오과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,031-352-9511,031-352-9513,031-352-9512,031-352-9514,031-353-3754,bio-h.goehs.kr,18592,경기도 화성시 향남읍 발안로 71,발안바이오과학고등학교
경기도교육청,백암고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-333-1570,031-332-4020,031-320-4701,031-328-8174,070-4009-3673,baegam-h.goeyi.kr,449865,경기 용인시 처인구 백암면 근창리,166번지
경기도교육청,부원고등학교,일반고(종합고),공업,사립,남녀공학,미입력,미입력,031-645-6200,031-645-6200,"031-645-6213,6214,6215","031-645-6225,6242",031-643-2055,buwon.goeic.kr/,17421,경기도 이천시 장호원읍 서동대로 8857,부원고등학교
경기도교육청,부천공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,032-610-7401,032-610-7407,032-610-7547,032-610-7414,032-610-7495,bugong-h.goebc.kr/bukong-h/main.do,422819,경기도 부천시 소사구 송내동 경인로,120번길 82
경기도교육청,부천정보산업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,032-320-1700,032-320-1702,032-322-2169,032-320-1797,032-322-0639,ibucheon-h.goebc.kr,420812,경기도 부천시 원미구 상동 신상로,94
경기도교육청,분당경영고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,031-8023-1300,031-8023-1305,031-8023-1403,031-8023-1430,031-8023-1495,bundangmgt-h.goesn.kr,463804,경기도 성남시 분당구 금곡동 금곡로,289 분당경영고등학교
경기도교육청,분당아람고등학교,특성화고,상업·정보,공립,남녀공학,미제공,미제공,031-609-0501,031-706-0291,031-706-0291,031-706-0335,031-706-0295,bdar-h.goesn.kr,463835,경기도 성남시 분당구 야탑동 장미로,153
경기도교육청,비봉고등학교,일반고(종합고),공업,사립,남녀공학,미입력,미입력,031-356-0791,"031-356-0793, 031-356-4315",031-356-0791,031-356-4325,031-356-8535,bibong-h.goehs.kr/bibong-h/main.do,445842,경기 화성시 비봉면 양노리,260-1
경기도교육청,삼일고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-8065-8801,031-8065-8821,031-8065-8910,031-8065-8921,031-8065-8991,samil-h.goesw.kr,16254,경기도 수원시 팔달구 수원천로392번길 44-28,(매향동)
경기도교육청,삼일공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-250-2400,031-2502-411,031-250-4706,031-2502-465,031-257-3135,sths-h.goesw.kr,442160,경기도 수원시 팔달구 매향동 수원천로392번길,44-60 삼일공고
경기도교육청,성남테크노과학고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-750-8100,031-753-0253,031-753-0254,031-750-8176,031-750-8185,sts-h.goesn.kr,462839,경기 성남시 중원구 하대원동,153
경기도교육청,성보경영고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-746-7040,031-746-7041,031-742-7714,031-742-7715,031-742-7750,seongbo-h.goesn.kr,13132,경기도 성남시 수정구 논골로 82,(단대동 5)
경기도교육청,성일정보고등학교,특성화고,상업·정보,사립,남녀공학,미제공,제공,031-720-1301,031-720-1303,031-720-1333,031-720-1392,031-720-1379,sungili-h.goesn.kr/sungili-h/main.do,462826,경기도 성남시 중원구 성남동 시민로77번길,성일정보고등학교
경기도교육청,세경고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-950-9921,031-950-9920,031-950-9900,031-950-9923,031-953-3957,www.pjsg.hs.kr,10834,경기도 파주시 파주읍 술이홀로 379,세경고등학교
경기도교육청,수원공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-8006-1210,031-8006-1222,031-8006-1200,031-8006-1257,031-8006-1228,sugong-h.goesw.kr,442827,경기 수원시 팔달구 인계동,세지로 254 수원공업고등학교
경기도교육청,수원농생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,031-259-4499,031-259-4340,031-259-4300,031-259-4376,031-258-4337,sunong-h.goesw.kr,16277,경기도 수원시 장안구 광교산로 13,수원농생명과학고등학교
경기도교육청,수원정보과학고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-218-4001,031-218-4100,031-218-4000,031-218-4191,031-8007-0739,swjb-h.goesw.kr,16501,경기도 수원시 영통구 동수원로551번길 16,(원천동)
경기도교육청,수원하이텍고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,031-201-9088,031-201-9000,031-201-9900,"031-201-9950, 201-9953",031-206-1986,sht-h.goesw.kr,16710,경기도 수원시 영통구 청명북로 56,수원하이텍고등학교
경기도교육청,신일비즈니스고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,031-929-2101,031-929-2120,031-929-2106,031-929-2136,031-917-3109,i-shinil-h.goegy.kr,411827,경기도 고양시 일산서구 일산동 킨텍스로,452
경기도교육청,안산공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-410-4061,031-403-4231,031-486-4295,031-410-4701,031-410-4067,ansanth.goeas.kr/,15276,경기도 안산시 상록구 안산공고로 51,안산공업고등학교
경기도교육청,안산국제비즈니스고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,070-5209-5400,031-483-6184,031-483-6181,070-5209-5420,031-483-2773,ansanib-h.goeas.kr,426410,경기 안산시 상록구 장상동,9번지 안산국제비즈니스고등학교
경기도교육청,안산디자인문화고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-400-3201,031-400-3116,031-400-3100,031-400-3297,031-408-0977,adc-h.goeas.kr/adc-h/main.do,426810,경기 안산시 상록구 본오3동,798번지 안산디자인문화고등학교
경기도교육청,안양공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-463-0101,031-463-0114,031-463-0110,031-463-0174,031-445-9835,anyang-t.hs.kr,14007,경기도 안양시 만안구 양화로28번길 69,안양공업고등학교
경기도교육청,안양문화고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-470-4110,031-470-4100,031-448-7755,031-470-4195,031-443-1562,anyangculture.hs.kr,430841,경기도 안양시 만안구 안양동 양화로,37번길 36
경기도교육청,안중고등학교,일반고(종합고),공업,사립,남,미제공,미제공,031-683-3102,031-683-3104,031-683-3103,070-7805-5318,031-683-3109,anjung-h.goept.kr/anjung-h/main.do,451885,경기 평택시 안중읍 현화리,산83
경기도교육청,양동고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,031-773-1176,031-773-8100,031-773-1032,,031-771-1064,yangdong-h.goeyp.kr,12539,경기도 양평군 양동면 학둔지윗길 47-7,쌍학리
경기도교육청,양서고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,031-770-1404,031-770-1416,031-770-1409,031-770-1444,031-771-1418,yangseo.hs.kr,476824,경기도 양평군 양서면 상촌길,31-12
경기도교육청,양영디지털고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-778-2301,031-778-2311,031-778-2300,031-778-2326,031-778-2392,yy-h.goesn.kr,13587,경기도 성남시 분당구 불정로386번길 35,양영디지털고등학교
경기도교육청,양평고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,031-772-2581,031-772-2580,031-772-2747,070-8708-9858,031-771-0434,yp-h.goeyp.kr,476802,경기 양평군 양평읍 양근1리,237-1
경기도교육청,양평전자과학고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-5175-0910,031-5175-0901,031-5175-0900,031-5175-0918,070-7815-6976,ypes-h.goeyp.kr,12582,경기도 양평군 양서면 대심상심길 13,양평전자과학고등학교
경기도교육청,여주자영농업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,031-880-2701,031-883-2843,031-883-2842,031-880-2749,031-883-2841,farms-h.goeyj.kr,12643,경기도 여주시 세종대왕면 농도원1길 78-1,여주자영농업고등학교
경기도교육청,여주제일고등학교,일반고(종합고),상업·정보,사립,남녀공학,미제공,미제공,031-882-3352,031-882-3352,031-882-3351,031-883-3308,031-882-3301,www.goeyj.kr/yeojufirst-h/main.do,12661,경기도 여주시 가남읍 여주남로 1155-15,여주제일고등학교
경기도교육청,연천고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,031-834-1425,031-834-1427,031-834-1426,031-824-9475,031-834-2321,yeoncheon-h.goeyc.kr,11013,경기도 연천군 연천읍 연천로336번길 13,연천고등학교
경기도교육청,영북고등학교,특성화고,상업·정보,공립,남녀공학,제공,미제공,031-538-8100,031-532-6062,031-532-6061,031-538-8153,031-531-1236,youngbuk-h.goepc.kr,11104,경기도 포천시 영북면 영북로 136,영북고등학교
경기도교육청,오산정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,031-370-5607,031-370-5620,031-370-5600,031-370-5671,031-370-5612,osani-h.goehs.kr,447130,경기도 오산시 청학동 청학로,5번길 20
경기도교육청,용문고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,031-771-5257,031-773-3533,031-773-3534,070-7862-3421,031-771-1103,yongmun-h.goeyp.kr,476845,경기도 양평군 용문면 용문로,437 용문고등학교
경기도교육청,용인바이오고등학교,특성화고,농생명,공립,남녀공학,미제공,제공,031-8097-2601,031-8097-3540,031-8097-2605,031-8097-2570,031-8097-2618,yibio-h.goeyi.kr,449832,경기도 용인시 처인구 이동면 경기동로687번길,28-14
경기도교육청,의정부공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-820-9601,031-820-9702,031-820-9605,031-820-9772,031-826-0054,ujbtech-h.goeujb.kr,11682,경기도 의정부시 가능로 57,의정부공업고등학교
경기도교육청,이천세무고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,031-641-6040,031-641-6039,031-641-6038,031-641-2950,031-641-5944,semu.goeic.kr,467881,경기 이천시 설성면 금당리,175번지
경기도교육청,이천제일고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,031-644-7201,031-644-7212,031-633-3271,,031-633-3276,2000hs.goeic.kr,467050,경기도 이천시 안흥동 애련정로,26
경기도교육청,일동고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-532-3816,031-532-3815,031-532-3811,031-532-3832,031-532-4815,ildong-h.goepc.kr,487851,경기도 포천시 일동면 화동로1079번길,28 일동종합고등학교
경기도교육청,일산고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-910-1100,031-910-1130,031-910-1110,031-910-1157,031-975-2480,ilsanth-h.goegy.kr,411310,경기 고양시 일산서구 일산동,966-50
경기도교육청,일산국제컨벤션고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,031-929-0100,031-912-8033,031-912-8034,031-929-0141,031-912-8005,ilsan-h.goegy.kr,411848,경기도 고양시 일산서구 주엽동 고봉로,133 일산국제컨벤션고등학교
경기도교육청,일죽고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,031-8046-6210,031-8046-6250,031-8046-6200,031-8046-6244,031-674-7128,iljuk-h.goean.kr,17529,경기도 안성시 일죽면 서동대로 7446,일죽중·고등학교
경기도교육청,적성융합고등학교,특성화고,상업·정보,공립,남녀공학,미제공,제공,031-959-3736,031-959-4169,031-959-4034,031-959-4169,031-958-4140,jeokseong-h.goepj.kr,413913,경기도 파주시 적성면 솥뒤로33번길,적성융합고등학교
경기도교육청,전곡고등학교,일반고(종합고),공업,공립,남녀공학,미입력,미입력,031-832-2283,070-5056-4601,031-832-2089,070-5056-4648,070-8282-5186,jeongok-h.goeyc.kr,486902,경기도 연천군 전곡읍 은대리,506-1
경기도교육청,조종고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-585-0382,031-585-0383,031-585-0382,031-589-7325,031-584-3769,jojong-h.goegp.kr,477834,경기도 가평군 하면 연등윗길,22 가평조종중고등학교
경기도교육청,죽산고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-676-6014,070-4630-7851,070-4630-7801,070-4630-7865,031-6750674,juksan-mh.goean.kr,17519,경기도 안성시 죽산면 죽산향교길 52-9,죽산고등학교
경기도교육청,지평고등학교,일반고(종합고),가사·실업,공립,남녀공학,미입력,미입력,031-773-7841,031-773-2714,031-773-7842,070-7863-0469,031-771-1536,jp-h.goeyp.kr,12541,경기도 양평군 지평면 지평로 418,지평고등학교
경기도교육청,진위고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,031-646-0200,031-646-0202,031-646-0152,031-646-0268,031-668-1308,jinwee-h.goept.kr/,17714,경기도 평택시 진위면 진위서로 47,진위고등학교
경기도교육청,창의경영고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,02-2081-4500,02-2081-4520,02-2081-4504,02-2081-4564,02-2081-4583,cem-h.goegm.kr,423823,경기도 광명시 소하동 기아로13번안길,9-9
경기도교육청,청담고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-691-7634,031-691-9100,031-691-8095,031-8029-5784,031-691-8096,cheongdam-h.goept.kr,17991,경기도 평택시 팽성읍 팽성송화로 192,청담고등학교
경기도교육청,청평고등학교,일반고(종합고),공업,공립,남녀공학,미입력,미입력,031-589-5505,031-589-5512,031-589-5501,031-589-5580,031-589-5507,cheongpyeong-h.goegp.kr,12454,경기도 가평군 청평면 강변나루로40번길 23,청평고등학교
경기도교육청,통진고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,031-987-0124,031-987-0127,031-987-0124,070-7862-4164,031-992-0333,tongjin-h.gpoe.kr,10032,경기도 김포시 통진읍 김포대로 2165,통진고등학교
경기도교육청,파주여자고등학교,일반고(종합고),상업·정보,사립,여,미입력,미입력,031-944-1810,031-944-4688,031-943-2504,031-948-1539,031-944-4687,paju-h.goepj.kr,413813,경기도 파주시 월롱면 영태리,529
경기도교육청,평촌경영고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,,031-387-0271,031-387-0274,031-387-9204,031-387-0276,pcm-h.goeay.kr,431814,경기도 안양시 동안구 관양동 학의로,186(관양동) 평촌경영고등학교
경기도교육청,평촌과학기술고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-390-4701,031-390-4710,031-390-4885,031-390-4860,031-390-4799,pcst-h.goeay.kr,14110,경기도 안양시 동안구 갈산로 16,13 평촌공업고등학교
경기도교육청,평택마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,031-659-1200,031-659-1213,031-659-1204,031-659-1239,031-659-3011,ptmt-h.goept.kr,17890,경기도 평택시 중앙1로 61,평택마이스터고등학교
경기도교육청,평택여자고등학교,일반고(종합고),상업·정보,공립,여,미입력,미입력,031-690-0700,031-690-0690,031-690-0600,031-690-0760,031-690-0789,pyeongtaek-gh-h.goept.kr,450815,경기도 평택시 세교동 영신로,220번지(세교동)
경기도교육청,포천일고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,031-535-0691,031-535-0693,031-535-0692,031-535-6818,031-532-0698,pocheonil-h.goepc.kr,487878,경기도 포천시 군내면 청군로,3426
경기도교육청,하남경영고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,031-795-6307,031-795-6303~4,031-795-6306,070-7858-5560,031-796-0107,hanambiz-h.goegh.kr,12955,경기도 하남시 대청로116번길 11,(창우동)
경기도교육청,하성고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,031-988-7261,031-988-7265,031-988-7261,031-988-7265,031-981-1766,www.gpoe.kr/haseong-h/main.do,415882,경기도 김포시 하성면 애기봉로806번길,30
경기도교육청,한국관광고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,,,,,,tourism.hs.kr,17789,경기도 평택시 고덕면 고덕북로 185,한국관광고등학교
경기도교육청,한국도예고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-638-6841,031--638-6841,031-638-6841,031-638-6841,031-638-6842,doyego.goeic.kr,17307,경기도 이천시 신둔면 둔터로 61,"(신둔면, 한국도예고등학교)"
경기도교육청,한국디지털미디어고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-363-7802,031-363-7800,031-363-7874,031-363-7890,031-363-7809,www.dimigo.hs.kr,425840,경기 안산시 단원구 와동,산27-1
경기도교육청,한국문화영상고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,031-860-7304,031-860-7300,031-860-7334,031-860-7389,031-864-0852,kcm-h.goedy.kr/,11314,경기도 동두천시 평화로2452번길 32,한국문화영상고등학교
경기도교육청,한국애니메이션고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,031-790-9011,031-790-9041,031-790-9000,031-790-9032~9034,031-791-0548,anigo-h.goegh.kr/anigo-h/main.do,13023,경기도 하남시 검단산로 223,한국애니메이션고등학교
경기도교육청,한국외식과학고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,031-863-6124,031-863-6126,031-863-6124,031-863-6126,031-863-8066,KFS-H.GOEDY.KR,482873,경기 양주시 남면 신산리,개나리18길 1  한국외식과학고등학교
경기도교육청,한국조리과학고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,02-2610-4601,02-2610-4694,02-2610-4600,02-2610-4614,02-2610-4680,www.kcas.hs.kr,14927,경기도 시흥시 금오로 640,한국조리과학고등학교
경기도교육청,한봄고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,070-7860-7401,031-293-3090(내선번호:2),031-293-3090(내선번호:1),031-293-3090(내선번호:3),031-893-8734,hanbom-h.goesw.kr,441440,경기도 수원시 권선구 탑동 호매실로,46-93번지
경기도교육청,홍익디자인고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,031-8055-3001,031-8055-3012,031-8055-3003,031-8055-3051,031-222-3900,https://hongik-h.goehs.kr/,18343,경기도 화성시 효행로 387,홍익디자인고등학교 (기안동)
강원특별자치도교육청,강릉문성고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,033-650-9503,033-650-9513,033-650-9555,033-650-9549,033-650-9577,kms.gwe.hs.kr,210320,강원 강릉시 지변동,지변길 158
강원특별자치도교육청,강릉정보공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-660-5500,033-660-5530,033-660-5590,033-660-5519,033-660-5526,git.gwe.hs.kr,25424,강원도 강릉시 주문진읍 학교길 26,강릉정보공업고등학교
강원특별자치도교육청,강릉중앙고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-610-6700,033-610-6611,033-610-6602,033-610-6750,033-610-6759,gja.gwe.hs.kr,210937,강원도 강릉시 입암동 강변로,422
강원특별자치도교육청,강원생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,033-258-5801,033-258-5811,033-258-5807,033-258-5853,033-254-3599,gangwonbios.gwe.hs.kr,200140,강원도 춘천시 사농동 영서로,2872번지
강원특별자치도교육청,강원생활과학고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,033-439-3695,033-439-3641,033-439-3600,033-439-3654,033-432-3888,gangwonps.gwe.hs.kr,250875,강원 홍천군 남면 양덕원리,66번지
강원특별자치도교육청,강원애니고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-248-5510,033-248-5512,033-248-5502,033-248-5540,033-248-5599,anischool.gwe.hs.kr/,24461,강원특별자치도 춘천시 서면 박사로 1025,강원애니고등학교
강원특별자치도교육청,거진고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-680-1700,033-680-1710,033-680-1703,033-680-1780,033-682-1702,geojin.gwe.hs.kr,219900,강원 고성군 거진읍,432
강원특별자치도교육청,김화공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-458-4221,033-458-4223,033-458-4224,033-458-3359,033-458-5633,gimhwatech.gwe.hs.kr,269842,강원도 철원군 서면 와수1로,72 김화중.공업고등학교
강원특별자치도교육청,도계전산정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,033-540-1002,033-540-1001,033-540-1000,033-540-1040,033-541-0096,dgs.gwe.hs.kr,245905,강원도 삼척시 도계읍 도계느티로,24
강원특별자치도교육청,동광산업과학고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-630-3100,033-630-3110,033-630-3201,033-630-3155,033-631-1703,dongat.gwe.hs.kr,24754,강원특별자치도 고성군 토성면 백촌길 30-15,동광산업과학고등학교
강원특별자치도교육청,동해광희고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,033-520-0700,033-520-0745,033-520-0701,033-520-0776,033-521-9911,dhkh.gwe.hs.kr,25806,강원도 동해시 청운로 112,동해광희고등학교
강원특별자치도교육청,동해상업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,033-520-2601,033-520-2635,033-520-2603,033-520-2676,033-533-7242,donghae.gwe.hs.kr,25740,강원도 동해시 느릅재길 65,동해상업고등학교
강원특별자치도교육청,미래고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-747-6161,033-747-6162,033-747-6163,033-747-6130,033-735-6165,mirae.gwe.hs.kr/,26455,강원도 원주시 고문골길 54,미래고등학교
강원특별자치도교육청,상지대관령고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,033-335-5090,033-335-5091,033-335-5095,033-335-5091,033-335-5093,dhs.gwe.hs.kr,232956,강원도 평창군 대관령면 해당화3길,상지대관령고등학교
강원특별자치도교육청,석정여자고등학교,일반고(종합고),상업·정보,사립,여,미입력,미입력,033-370-4401,033-370-4405,033-370-4444,033-370-4424,033-370-4464,sjg.gwe.hs.kr,26239,강원특별자치도 영월군 영월읍 영월로 1914-11,석정여자고등학교
강원특별자치도교육청,설악고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,033-630-0301,033-630-0330,033-630-0300,033-630-0362,033-630-0402,seolak.gwe.hs.kr,217811,강원 속초시 조양동,589-7번지
강원특별자치도교육청,양양고등학교,일반고(종합고),상업·정보,공립,남녀공학,제공,미제공,033-670-8601,033-670-8612,033-670-8600,033-670-8722,033-671-3582,yang.gwe.hs.kr,25029,강원도 양양군 양양읍 복개길 23-12,양양고등학교
강원특별자치도교육청,영서고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,033-769-5001,033-769-5020,033-769-5000,033-769-5180,033-769-5199,yeongseo.gwe.hs.kr,220933,강원도 원주시 관설동 치악로,1384번지
강원특별자치도교육청,원주금융회계고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,033-769-1701,033-769-1721,033-769-1700,033-769-1736,033-769-1706,wjfa.gwe.hs.kr,26498,강원도 원주시 부론면 부귀로 35,원주금융회계고등학교
강원특별자치도교육청,원주의료고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,033-730-8100,033-730-8110,033-730-8201,033-730-8181,033-730-8129,www.wonjumedi.com,26370,강원도 원주시 문막읍 원문로 1756,원주의료고등학교
강원특별자치도교육청,정선정보공업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,033-560-9401,033-560-9424,033-560-9411,033-560-9455,033-563-9419,jsv.gwe.hs.kr,233807,강원도 정선군 정선읍 용담샛길,2
강원특별자치도교육청,주천고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,033-370-6001,033-370-6041,033-370-6005,033-370-6062,033-370-6090,jucheon.gwe.hs.kr,230854,강원도 영월군 주천면 주천리,주천로 89번길 41
강원특별자치도교육청,춘천기계공업고등학교,특성화고,공업,공립,남,미입력,미입력,033-258-8500,033-258-8502,033-258-8600,033-258-8621,033-258-8693,ccm.gwe.hs.kr/main.do,24232,강원도 춘천시 후석로462번길 53,춘천기계공업고등학교
강원특별자치도교육청,춘천한샘고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-248-8701,033-248-8720,033-248-8700,033-248-8760,033-244-9928,hansaem.gwe.hs.kr,24206,강원도 춘천시 신북읍 신샘밭로 363-12,춘천한샘고등학교
강원특별자치도교육청,한국소방마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,033-373-2763,033-373-2764,033-373-2765,033-834-8960,033-374-1233,fire-meister.gwe.hs.kr,230801,강원도 영월군 영월읍 영모전길,108
강원특별자치도교육청,한국에너지마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,033-570-1200,033-570-1246,033-570-1210,033-570-1280,033-570-1205,energy.gwe.hs.kr,25933,강원도 삼척시 근덕면 삼척로 3700,한국에너지마이스터고등학교
강원특별자치도교육청,한국항공고등학교,특성화고,공업,공립,남녀공학,제공,미제공,033-580-5900,033-580-5911,033-580-5810,033-580-5827,033-580-5825,kahs.gwe.hs.kr,235100,강원 태백시 장성동,평화길 8-24
강원특별자치도교육청,함백고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,033-370-0102,033-370-0140,033-370-0190,033-370-0146,033-378-0065,hambaek.gwe.hs.kr,26141,강원도 정선군 신동읍 함백로 376,함백고등학교
강원특별자치도교육청,홍천농업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,033-439-3501,033-439-3511,033-439-3582,033-439-3553,033-439-3510,hongnong.gwe.hs.kr,250802,강원 홍천군 홍천읍 결운리,311
